,Gender,Military,Ethnicity
4633,Female,N,Black or African American
4634,Female,N,White
4635,Male,N,Hispanic/Latino
4636,Male,N,Hispanic/Latino
4637,Female,N,White
4638,Female,N,White
4639,Male,N,White
4640,Male,N,White
4641,Female,N,White
4642,Female,N,White
4643,Male,Y,White
4644,Male,N,White
4645,Female,N,White
4646,Male,N,White
4647,Female,N,White
4648,Female,N,White
4649,Male,N,White
4650,Female,N,White
4651,Female,N,White
4652,Male,N,Native Hawaiian/Pacific Islander
4653,Male,Y,Not Available
4654,Female,N,White
4655,Female,N,Black or African American
4656,Female,N,White
4657,Male,N,White
4658,Female,N,White
4659,Female,N,White
4660,Female,Y,White
4661,Male,Y,White
4662,Female,N,White
4663,Male,Y,White
4664,Female,N,Hispanic/Latino
4665,Female,N,White
4666,Male,N,Black or African American
4667,Female,Y,White
4668,Male,Y,Black or African American
4669,Male,Y,White
4670,Male,N,Hispanic/Latino
4671,Female,N,White
4672,Female,N,White
4673,Female,N,White
4674,Male,Y,Black or African American
4675,Male,N,White
4676,Male,Y,Hispanic/Latino
4677,Female,N,Black or African American
4678,Female,N,White
4679,Female,N,White
4680,Female,N,White
4681,Female,N,White
4682,Male,N,White
4683,Female,N,Hispanic/Latino
4684,Male,N,White
4685,Male,N,Hispanic/Latino
4686,Female,N,Asian
4687,Female,N,White
4688,Female,N,White
4689,Female,N,Black or African American
4690,Male,N,White
4691,Female,N,White
4692,Female,N,Hispanic/Latino
4693,Male,Y,Black or African American
4694,Female,N,Asian
4695,Male,N,Hispanic/Latino
4696,Female,N,White
4697,Female,N,White
4698,Female,N,Black or African American
4699,Female,N,White
4700,Female,N,White
4701,Female,N,White
4702,Female,N,White
4703,Female,N,White
4704,Female,N,Black or African American
4705,Female,N,American Indian/Alaska Native
4706,Female,N,Black or African American
4707,Female,N,White
4708,Male,Y,Black or African American
4709,Male,N,Non Resident Alien
4710,Female,N,White
4711,Female,N,Asian
4712,Male,N,White
4713,Female,N,
4714,Male,N,Black or African American
4715,Male,N,White
4716,Male,N,White
4717,Male,N,White
4718,Male,Y,Hispanic/Latino
4719,Male,N,Not Available
4720,Male,N,White
4721,Female,N,American Indian/Alaska Native
4722,Female,N,White
4723,Male,N,White
4724,Female,N,White
4725,Female,N,Hispanic/Latino
4726,Female,N,White
4727,Male,Y,White
4728,Male,N,White
4729,Male,N,White
4730,Female,N,White
4731,Male,N,Hispanic/Latino
4732,Female,N,White
4733,Female,N,Black or African American
4734,Female,N,Black or African American
4735,Male,N,Two or More Races
4736,Male,N,White
4737,Male,N,Black or African American
4738,Female,N,White
4739,Male,N,American Indian/Alaska Native
4740,Female,N,White
4741,Female,N,White
4742,Female,N,Hispanic/Latino
4743,Male,Y,White
4744,Female,N,Hispanic/Latino
4745,Female,N,White
4746,Male,N,Hispanic/Latino
4747,Female,N,White
4748,Male,N,Two or More Races
4749,Male,N,Native Hawaiian/Pacific Islander
4750,Male,N,White
4751,Female,N,White
4752,Female,N,White
4753,Female,Y,White
4754,Male,N,White
4755,Female,N,White
4756,Female,N,White
4757,Female,N,White
4758,Female,N,White
4759,Female,N,Asian
4760,Female,N,White
4761,Female,N,Black or African American
4762,Female,N,Two or More Races
4763,Female,N,White
4764,Female,N,White
4765,Female,N,White
4766,Female,N,White
4767,Female,N,Asian
4768,Female,N,Hispanic/Latino
4769,Female,N,White
4770,Female,N,Hispanic/Latino
4771,Female,N,White
4772,Female,N,White
4773,Female,N,White
4774,Female,N,White
4775,Male,N,White
4776,Female,N,White
4777,Female,N,White
4778,Female,N,Hispanic/Latino
4779,Female,N,White
4780,Female,N,White
4781,Female,N,Black or African American
4782,Female,N,White
4783,Female,N,White
4784,Female,N,White
4785,Female,N,White
4786,Male,N,Asian
4787,Female,N,White
4788,Female,N,White
4789,Female,N,White
4790,Female,N,White
4791,Female,N,White
4792,Female,N,White
4793,Male,N,White
4794,Female,N,Black or African American
4795,Male,N,White
4796,Male,N,Two or More Races
4797,Female,N,Hispanic/Latino
4798,Male,N,White
4799,Male,N,Black or African American
4800,Female,N,Asian
4801,Female,N,White
4802,Female,N,White
4803,Female,N,White
4804,Female,Y,White
4805,Female,N,Hispanic/Latino
4806,Male,Y,White
4807,Female,N,Black or African American
4808,Male,N,Black or African American
4809,Female,N,White
4810,Male,N,White
4811,Male,N,White
4812,Male,Y,White
4813,Male,N,White
4814,Male,Y,Hispanic/Latino
4815,Male,Y,White
4816,Female,N,White
4817,Female,N,Hispanic/Latino
4818,Male,N,White
4819,Male,Y,White
4820,Female,N,White
4821,Male,N,White
4822,Male,Y,White
4823,Female,N,White
4824,Male,N,White
4825,Female,Y,White
4826,Male,N,White
4827,Male,N,White
4828,Female,N,Black or African American
4829,Male,Y,White
4830,Male,N,White
4831,Female,N,White
4832,Female,N,Black or African American
4833,Female,N,White
4834,Female,N,White
4835,Male,N,Black or African American
4836,Female,N,Hispanic/Latino
4837,Male,N,White
4838,Male,N,White
4839,Female,N,White
4840,Male,Y,White
4841,Female,N,White
4842,Male,N,White
4843,Male,N,Hispanic/Latino
4844,Male,N,White
4845,Male,N,White
4846,Male,N,Hispanic/Latino
4847,Female,N,White
4848,Male,N,White
4849,Female,N,White
4850,Male,N,Black or African American
4851,Female,N,White
4852,Female,N,White
4853,Male,N,White
4854,Female,N,White
4855,Male,N,White
4856,Male,N,Hispanic/Latino
4857,Female,Y,White
4858,Male,N,Two or More Races
4859,Female,N,White
4860,Male,N,White
4861,Female,N,White
4862,Male,N,Black or African American
4863,Female,N,White
4864,Male,N,White
4865,Female,N,White
4866,Male,Y,White
4867,Female,Y,Two or More Races
4868,Female,N,White
4869,Male,N,White
4870,Male,N,White
4871,Male,N,White
4872,Female,N,Hispanic/Latino
4873,Male,Y,Asian
4874,Female,N,Black or African American
4875,Female,N,White
4876,Male,N,White
4877,Female,N,White
4878,Female,N,White
4879,Female,N,White
4880,Female,N,White
4881,Female,N,Hispanic/Latino
4882,Female,N,Hispanic/Latino
4883,Male,N,Hispanic/Latino
4884,Female,N,American Indian/Alaska Native
4885,Female,N,White
4886,Female,N,Hispanic/Latino
4887,Female,N,Hispanic/Latino
4888,Female,N,White
4889,Female,N,White
4890,Male,Y,Hispanic/Latino
4891,Female,N,White
4892,Female,N,White
4893,Female,N,Hispanic/Latino
4894,Female,N,Hispanic/Latino
4895,Female,N,White
4896,Female,Y,White
4897,Female,N,White
4898,Female,N,Asian
4899,Female,N,White
4900,Female,N,White
4901,Female,N,Hispanic/Latino
4902,Female,N,Black or African American
4903,Male,N,White
4904,Female,N,White
4905,Female,N,White
4906,Male,N,Asian
4907,Female,N,Hispanic/Latino
4908,Male,N,White
4909,Male,N,White
4910,Female,N,White
4911,Female,N,Hispanic/Latino
4912,Female,N,White
4913,Male,N,White
4914,Female,N,White
4915,Male,N,White
4916,Male,N,White
4917,Male,N,White
4918,Male,N,White
4919,Female,N,Hispanic/Latino
4920,Male,N,White
4921,Female,N,White
4922,Female,N,White
4923,Female,N,Black or African American
4924,Female,N,Hispanic/Latino
4925,Male,N,White
